"id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_identity_verified","neighbourhood","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","cancellation_policy","price"
"2625766","295544","2010-11-22","within a day","90%","","f","3.0","{email, phone, facebook, reviews, jumio, work_email}","t","Crown Heights","Apartment","Entire home/apt","3","1.0","1.0","2.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace}","4","2","moderate","$175.00"
"20917444","150334682","2017-09-12","within an hour","100%","","f","2.0","{phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","f","East Harlem","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{TV,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Essentials,Lock on bedroom door,Hair dryer,Iron,Private living room}","1","1","moderate","$120.00"
"10307009","12518470","2016-01-02","","","","f","1.0","{email, phone, reviews, jumio}","t","Upper East Side","Apartment","Shared room","2","1.0","1.0","1.0","Pull-out Sofa","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Essentials,Shampoo,Hangers,Hair dryer,Iron}","1","1","flexible","$125.00"
"11884931","18221107","2014-07-16","within a few hours","100%","","t","1.0","{email, phone, reviews, kba}","t","Washington Heights","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer}","1","3","moderate","$65.00"
"19738289","24344091","2014-11-30","within an hour","100%","","f","2.0","{email, phone, reviews, jumio, offline_government_id, government_id}","t","East Village","Apartment","Entire home/apt","6","1.0","2.0","3.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Carbon monoxide detector,First aid kit,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Hot water,Bed linens,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Stove,Long term stays allowed}","4","1","strict","$285.00"
"20209051","139959032","2017-07-11","within an hour","100%","","f","4.0","{email, phone, reviews}","f","Morningside Heights","Apartment","Private room","3","1.0","1.0","2.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Stove}","1","1","flexible","$65.00"
"16367591","39648732","2015-07-26","within an hour","100%","","f","1.0","{email, phone, reviews, jumio}","t","Williamsburg","Apartment","Private room","2","1.5","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","3","moderate","$80.00"
"17122439","115057851","2017-02-05","within an hour","100%","","t","2.0","{email, phone, reviews}","f","East Harlem","Apartment","Entire home/apt","2","1.0","0.0","1.0","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance}","1","3","strict","$100.00"
"20406982","57339374","2016-02-03","within an hour","100%","","f","1.0","{email, phone, facebook, reviews}","f","Borough Park","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Essentials,Shampoo,Hangers,Hair dryer,Iron,Host greets you}","1","2","moderate","$150.00"
"10919968","4497387","2012-12-26","","","","f","1.0","{email, phone, facebook, reviews, kba}","t","Upper West Side","Apartment","Entire home/apt","3","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","1","flexible","$150.00"
"9616618","49753816","2015-11-23","within an hour","100%","","f","1.0","{email, phone, reviews, jumio, offline_government_id, government_id}","t","Harlem","Apartment","Private room","2","1.0","1.0","2.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Gym,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials,Shampoo,24-hour check-in,Hangers,Iron}","1","1","moderate","$40.00"
"17138791","33451353","2015-05-15","","","","f","1.0","{email, phone, facebook, reviews, kba}","t","Williamsburg","Apartment","Entire home/apt","3","1.0","1.0","2.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Essentials,Shampoo,Hair dryer,Iron}","1","6","strict","$190.00"
"9216865","376364","2011-02-03","within a few hours","100%","","t","1.0","{email, phone, amex, reviews, kba}","t","Crown Heights","Apartment","Entire home/apt","4","1.0","2.0","3.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Window guards}","3","2","strict","$195.00"
"1736456","5026114","2013-02-09","within a few hours","100%","","f","2.0","{email, phone, facebook, reviews, kba}","t","Williamsburg","Loft","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets live on this property,Elevator,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Lock on bedroom door,Hair dryer,Iron}","1","3","strict","$49.00"
"698298","1746432","2012-02-13","within a day","80%","","f","1.0","{email, phone, facebook, reviews, jumio}","t","Nolita","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Laptop friendly workspace}","1","3","strict","$115.00"
"11395802","5331012","2013-03-05","within a day","90%","","f","1.0","{email, phone, reviews, kba}","t","East Harlem","Apartment","Entire home/apt","3","1.0","1.0","2.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,translation missing: en.hosting_amenity_50}","1","1","moderate","$105.00"
"11255432","2556219","2012-06-05","within a day","100%","","f","1.0","{email, phone, reviews, kba, work_email}","t","Ridgewood","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Hot water}","1","5","flexible","$60.00"
"7034953","9492212","2013-10-17","within an hour","100%","","t","6.0","{email, phone, facebook, reviews, kba}","t","Park Slope","Townhouse","Private room","2","1.5","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","2","1","strict","$139.00"
"2284440","3333594","2012-08-21","within a few hours","100%","","f","1.0","{email, phone, facebook, reviews, jumio, offline_government_id, sent_id, government_id}","t","West Village","Apartment","Entire home/apt","2","1.0","0.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","2","2","strict","$95.00"
"6201900","32162806","2015-04-28","within a few hours","100%","","f","2.0","{email, phone, reviews, jumio}","t","Chelsea","Apartment","Entire home/apt","3","1.0","0.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo}","2","1","strict","$120.00"
"530576","263510","2010-10-16","within an hour","100%","","f","1.0","{email, phone, facebook, reviews, kba}","t","Upper West Side","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","9","strict","$93.00"
"20235948","21438814","2014-09-17","within an hour","75%","","f","1.0","{email, phone, reviews, jumio}","t","West Village","Apartment","Entire home/apt","2","1.0","0.0","1.0","Real Bed","{}","1","2","flexible","$280.00"
"20635866","21331453","2014-09-14","within an hour","100%","","f","1.0","{email, phone, facebook, reviews, jumio, offline_government_id, selfie, government_id, identity_manual, work_email}","f","Bedford-Stuyvesant","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Kitchen,Pets live on this property,Cat(s),Heating,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,Bathtub,Window guards,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Garden or backyard,Well-lit path to entrance,Step-free access,Wide doorway,Wide clearance to bed,Step-free access,Step-free access,Host greets you}","1","1","moderate","$55.00"
"10877774","56222924","2016-01-26","within a few hours","90%","","f","1.0","{email, phone, reviews}","f","Midtown","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","2","1","moderate","$150.00"
"18865446","80125146","2016-06-26","within an hour","100%","","f","1.0","{email, phone, reviews}","f","Morris Heights","House","Entire home/apt","4","1.0","1.0","3.0","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Heating,Family/kid friendly,Suitable for events,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance,Hot water,Bed linens}","4","2","moderate","$65.00"
"16343195","106128216","2016-12-04","within an hour","100%","","f","2.0","{email, phone, reviews, work_email}","f","East Harlem","Apartment","Private room","2","1.5","1.0","1.0","Real Bed","{TV,Washer,Cable TV,Dryer,Internet,Smoke detector,Wireless Internet,Carbon monoxide detector,Air conditioning,Kitchen,Essentials,Lock on bedroom door,Hangers,Hair dryer,Doorman,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Elevator,Private living room,Heating}","1","1","strict","$80.00"
"18256895","122265852","2017-03-23","within an hour","100%","","t","2.0","{email, phone, google, reviews, jumio, offline_government_id, government_id}","t","Hell's Kitchen","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","strict","$99.00"
"13978036","22484243","2014-10-13","within an hour","100%","","t","1.0","{email, phone, facebook, reviews, jumio}","t","Bushwick","Apartment","Entire home/apt","4","1.0","2.0","3.0","Real Bed","{TV,Host greets you,Smoke detector,Wireless Internet,Carbon monoxide detector,Air conditioning,Fire extinguisher,Kitchen,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Breakfast,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Heating}","1","2","strict","$100.00"
"18518366","27854926","2015-02-16","within an hour","100%","","f","1.0","{email, phone, google, reviews, jumio, offline_government_id, government_id, work_email}","t","Bedford-Stuyvesant","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Breakfast,Heating,Smoke detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Host greets you}","1","2","moderate","$55.00"
"13858187","79338533","2016-06-22","","","","f","1.0","{email, phone, reviews}","f","West Village","Apartment","Entire home/apt","2","2.0","0.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Elevator,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","3","flexible","$300.00"
"16899058","112780904","2017-01-22","within a day","100%","","f","1.0","{email, phone, reviews, jumio, offline_government_id, government_id, work_email}","t","SoHo","Apartment","Entire home/apt","4","1.0","2.0","2.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox,Bathtub,Room-darkening shades,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove}","2","1","moderate","$259.00"
"6938827","36381094","2015-06-21","within an hour","100%","","f","1.0","{email, phone, google, reviews, kba}","t","Park Slope","Apartment","Entire home/apt","5","1.5","3.0","4.0","Real Bed","{Cable TV,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials}","1","2","strict","$229.00"
"10963122","10175991","2013-11-21","within a few hours","100%","","f","1.0","{email, phone, reviews, kba}","t","Clinton Hill","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Shampoo,24-hour check-in,Hair dryer,Iron,Laptop friendly workspace}","1","1","flexible","$150.00"
"9344923","48497588","2015-11-08","","","","f","1.0","{email, phone, reviews}","f","Upper East Side","Apartment","Entire home/apt","2","1.0","1.0","2.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Essentials}","2","5","flexible","$195.00"
"2590590","727585","2011-06-21","within an hour","100%","","t","2.0","{email, phone, facebook, reviews, kba}","t","Bedford-Stuyvesant","Apartment","Entire home/apt","4","1.0","0.0","2.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox,Bathtub,Crib}","2","3","strict","$92.00"
